번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
391,5급,대머리,명사,대머리 아저씨
392,5급,대명사,명사,명사와 대명사
393,5급,대보름,명사,정월 대보름
394,5급,대본,명사,드라마 대본
395,5급,대상00,명사,대상을 받다
396,5급,대안,명사,대안을 세우다
397,5급,대여,명사,도서 대여
398,5급,대우,명사,차별 대우
399,5급,대인02,명사,대인 관계
400,5급,대입01,명사,대입 시험
401,5급,대장01,명사,대장 노릇
402,5급,대조적01∙ 대조적02,관형사∙ 명사,대조적 관점
403,5급,대중적01∙ 대중적02,관형사∙ 명사,대중적 지지
404,5급,대중화,명사,문화의 대중화
405,5급,대체00/대 체01,명사/부사,대체 왜 그래?
406,5급,대추,명사,대추를 먹다
407,5급,대피,명사,대피 시설
408,5급,대형차,명사,대형차 수리
409,5급,댓글00,명사,댓글을 달다
410,5급,데모,명사,데모가 일어나다
411,5급,도04,명사,도를 깨우치다
412,5급,도깨비,명사,도깨비 이야기
413,5급,도끼,명사,도끼로 찍다
414,5급,도달,명사,목표 도달
415,5급,도매02,명사,도매로 팔다
416,5급,도박,명사,도박에 빠지다
417,5급,도보,명사,도보 여행
418,5급,도시화,명사,도시화가 이루어지다
419,5급,도우미,명사,가사 도우미
420,5급,도표,명사,도표를 그리다
421,5급,도피,명사,도피 생활
422,5급,독립적01∙ 독립적02,관형사∙ 명사,독립적 존재
423,5급,독방,명사,독방을 쓰다
424,5급,독신,명사,독신 여성
425,5급,독창적01∙ 독창적02,관형사∙ 명사,독창적 사고
426,5급,동감,명사,전적인 동감
427,5급,동거,명사,동거 생활
428,5급,동굴,명사,동굴로 들어가다
429,5급,동문01,명사,중학교 동문
430,5급,동반,명사,부부 동반
431,5급,동사02,명사,동사와 형용사
432,5급,동상02,명사,동상을 세우다
433,5급,동서양,명사,동서양 교류
434,5급,동식물,명사,희귀 동식물
435,5급,동원,명사,자금 동원
436,5급,동지02,명사,동지를 만나다
437,5급,동행,명사,동행을 청하다
438,5급,동향02,명사,동향 건물
439,5급,동화01,명사,동화 작용
440,5급,두꺼비,명사,동물
441,5급,뒤풀이,명사,뒤풀이 장소
442,5급,뒷걸음,명사,뒷걸음을 치다
